state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,commodity_ml,commodity_ta,commodity_te,commodity_kn,commodity_hi
Tamil Nadu,Coimbatore,Madathukulam,Paddy(Dhan)(Common),Other,04/03/2019,1680,1720,1700.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Coimbatore,Negamam,Coconut,Other,04/03/2019,3100,3200,3150.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Palladam,Coconut,Other,04/03/2019,2040,2240,2140.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Pethappampatti,Copra,Copra,04/03/2019,9000,10000,9500.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Coimbatore,Pethappampatti,Maize,Yellow,04/03/2019,1800,1950,1850.0,Maize,Maize,Maize,Maize,Maize
Tamil Nadu,Coimbatore,Pollachi,Coconut,Other,04/03/2019,2600,2900,2720.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Pongalur,Coconut,Other,04/03/2019,2100,2700,2400.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Pudupalayam,Coconut,Coconut,04/03/2019,2170,2370,2270.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Senjeri,Coconut,Coconut,04/03/2019,2700,2900,2800.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Sevur,Groundnut,DMV-7,04/03/2019,5000,5340,5100.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Coimbatore,Thondamuthur,Coconut,Other,04/03/2019,2700,2900,2800.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Udumalpet,Coconut,Other,04/03/2019,2700,2800,2750.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Coimbatore,Udumalpet,Copra,other,04/03/2019,8900,10250,9350.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Coimbatore,Udumalpet,Maize,Hybrid Red (Cattle Feed),04/03/2019,1800,1900,1850.0,Maize,Maize,Maize,Maize,Maize
Tamil Nadu,Cuddalore,Cuddalore,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,4559,4789,4789.0,Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole)
Tamil Nadu,Cuddalore,Cuddalore,Groundnut,Other,04/03/2019,6036,7361,7034.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),B P T,04/03/2019,1344,1555,1500.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Other,04/03/2019,1616,1616,1616.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Cuddalore,Cuddalore,Paddy(Dhan)(Common),Pommani,04/03/2019,1407,1407,1407.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Cuddalore,Kurinchipadi,Black Gram (Urd Beans)(Whole),Black Gram (Whole),04/03/2019,4606,4806,4706.0,Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole)
Tamil Nadu,Cuddalore,Kurinchipadi,Groundnut,Other,04/03/2019,6861,7240,7036.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Dharmapuri,Dharampuri,Tamarind Fruit,Chapathi,04/03/2019,4000,7500,6000.0,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit
Tamil Nadu,Dharmapuri,Palakode,Coconut Seed,Other,04/03/2019,1000,1500,1200.0,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed
Tamil Nadu,Dharmapuri,Papparapatti,Cotton,Other,04/03/2019,5200,5700,5600.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Dharmapuri,Papparapatti,Tamarind Fruit,Chapathi,04/03/2019,4000,6800,5900.0,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit
Tamil Nadu,Dharmapuri,Pappireddipatti,Coconut Seed,Other,04/03/2019,1000,1500,1200.0,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed
Tamil Nadu,Dharmapuri,Pennagaram,Groundnut,Other,04/03/2019,4900,5200,5000.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Dindigul,Gopalpatti,Coconut,Medium,04/03/2019,1100,2100,1600.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Dindigul,Gopalpatti,Maize,Medium,04/03/2019,1500,1700,1600.0,Maize,Maize,Maize,Maize,Maize
Tamil Nadu,Dindigul,Palani,Coconut,Coconut,04/03/2019,1500,1800,1650.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Erode,Dharapuram,Coconut,Big,04/03/2019,2505,3275,3000.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Erode,Elumathur,Coconut,Other,04/03/2019,2535,3410,2870.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Erode,Kodumudi,Coconut,Other,04/03/2019,2635,3000,2935.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Erode,Kodumudi,Copra,other,04/03/2019,9605,10205,10195.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Black,04/03/2019,11300,14677,14509.0,"Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)"
Tamil Nadu,Erode,Kodumudi,"Sesamum(Sesame,Gingelly,Til)",Red,04/03/2019,10249,11791,11681.0,"Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)"
Tamil Nadu,Erode,Kunnathur,Coconut,Coconut,04/03/2019,2500,2600,2530.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Erode,Muthur,Coconut,Coconut,04/03/2019,2505,3275,3225.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Erode,Vellakkoil,Copra,Copra,04/03/2019,5305,10915,8845.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Kancheepuram,Acharapakkam,Paddy(Dhan)(Common),ADT 37,04/03/2019,1350,1480,1420.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Chengalpattu,Paddy(Dhan)(Common),ADT 37,04/03/2019,1427,1692,1560.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Gummidipoondy,Paddy(Dhan)(Common),ADT 37,04/03/2019,1450,1750,1550.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Kanchipuram,Paddy(Dhan)(Common),ADT 37,04/03/2019,1220,1410,1350.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Maduranthagam,Paddy(Dhan)(Common),ADT 37,04/03/2019,1360,1480,1420.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Pallipattu,Paddy(Dhan)(Common),ADT 37,04/03/2019,1427,1692,1560.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Ponner,Paddy(Dhan)(Common),ADT 43,04/03/2019,1450,1750,1550.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Sunguvarchatram,Paddy(Dhan)(Common),ADT 37,04/03/2019,1427,1692,1560.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Kancheepuram,Uthiramerur,Paddy(Dhan)(Common),ADT 37,04/03/2019,1400,1407,1404.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Krishnagiri,Bargur,Coconut Seed,Other,04/03/2019,1500,1950,1800.0,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed
Tamil Nadu,Krishnagiri,Pochampalli,Coconut Seed,Other,04/03/2019,1500,2100,1950.0,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed
Tamil Nadu,Krishnagiri,Uthangarai,Coconut Seed,Other,04/03/2019,1500,2100,1950.0,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed,Coconut Seed
Tamil Nadu,Krishnagiri,Uthangarai,Cotton,Other,04/03/2019,5200,6200,5700.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Madurai,Melur,Coconut,Medium,04/03/2019,1350,2150,1750.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 36,04/03/2019,1790,1850,1820.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Madurai,Melur,Paddy(Dhan)(Common),ADT 43,04/03/2019,1810,1870,1840.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Madurai,Melur,"Sesamum(Sesame,Gingelly,Til)",Black,04/03/2019,6200,8000,7100.0,"Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)"
Tamil Nadu,Madurai,Thirumangalam,Cotton,MCU 5,04/03/2019,4200,4300,4250.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Madurai,Thirumangalam,Cotton,Other,04/03/2019,3950,4080,4000.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Madurai,Thirumangalam,Jowar(Sorghum),Red,04/03/2019,2100,2200,2150.0,Jowar(Sorghum),Jowar(Sorghum),Jowar(Sorghum),Jowar(Sorghum),Jowar(Sorghum)
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),ADT 43,04/03/2019,1800,1900,1850.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Madurai,Thirumangalam,Paddy(Dhan)(Common),Ponni,04/03/2019,2400,2500,2450.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Nagercoil (Kannyiakumari),Kalliakavillai,Cashewnuts,Local(Raw),04/03/2019,9500,11500,10500.0,Cashewnuts,Cashewnuts,Cashewnuts,Cashewnuts,Cashewnuts
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Bulb,04/03/2019,5050,6050,5740.0,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric
Tamil Nadu,Namakkal,Namagiripettai,Turmeric,Finger,04/03/2019,6500,7500,6800.0,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric
Tamil Nadu,Namakkal,Namakkal,Copra,Ball,04/03/2019,8100,8700,8400.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Namakkal,Rasipuram,Copra,other,04/03/2019,8500,10400,9450.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Bulb,04/03/2019,6712,7288,6950.0,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric
Tamil Nadu,Namakkal,Tiruchengode,Turmeric,Finger,04/03/2019,7412,8609,8000.0,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric
Tamil Nadu,Namakkal,Velur,Coconut,Other,04/03/2019,2200,2500,2350.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Ramanathapuram,Sivagangai,Paddy(Dhan)(Common),ADT 36,04/03/2019,1780,1830,1810.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Salem,Attur,Copra,Ball,04/03/2019,9400,10300,9700.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Salem,Attur,Tapioca,Other,04/03/2019,210,230,220.0,Tapioca,Tapioca,Tapioca,Tapioca,Tapioca
Tamil Nadu,Salem,Gangavalli,Cotton,Other,04/03/2019,5600,5700,5650.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Salem,Karumanturai,Coconut,Other,04/03/2019,1980,2440,2210.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Salem,Kolathur,Cotton,Other,04/03/2019,4600,5000,4800.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Salem,Konganapuram,Cotton,Other,04/03/2019,5000,5400,5200.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Salem,Omalur,Coconut,Other,04/03/2019,1160,1400,1280.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Salem,Salem,Turmeric,Finger,04/03/2019,6940,7395,7120.0,Turmeric,Turmeric,Turmeric,Turmeric,Turmeric
Tamil Nadu,Salem,Thalaivasal,Maize,Other,04/03/2019,1790,1880,1840.0,Maize,Maize,Maize,Maize,Maize
Tamil Nadu,Salem,Thammampati,Cotton,GCH,04/03/2019,5600,5650,5625.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Salem,Vazhapadi,Coconut,Other,04/03/2019,2080,2540,2310.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Sivaganga,Singampuneri,Coconut,Other,04/03/2019,800,1200,950.0,Coconut,Coconut,Coconut,Coconut,Coconut
Tamil Nadu,Thanjavur,Budalur,Paddy(Dhan)(Common),B P T,04/03/2019,1900,2100,2000.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thanjavur,Kumbakonam,Paddy(Dhan)(Common),B P T,04/03/2019,1750,1800,1780.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thanjavur,Orathanadu,Paddy(Dhan)(Common),B P T,04/03/2019,1750,1800,1780.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thanjavur,Papanasam,Paddy(Dhan)(Common),1001,04/03/2019,1750,1800,1780.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thanjavur,Thanjavur,Paddy(Dhan)(Common),B P T,04/03/2019,2200,2300,2250.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thanjavur,Thiruppananthal,Paddy(Dhan)(Common),Paddy,04/03/2019,1800,1900,1850.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thanjavur,Vallam,Paddy(Dhan)(Common),B P T,04/03/2019,1900,2000,1950.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thiruvannamalai,Cheyyar,Groundnut,Other,04/03/2019,6203,6703,6620.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),ADT 37,04/03/2019,1258,1449,1356.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Thiruvannamalai,Cheyyar,Paddy(Dhan)(Common),Other,04/03/2019,1286,1509,1448.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 36,04/03/2019,1385,1467,1426.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),ADT 37,04/03/2019,1140,1455,1298.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Ammoor,Paddy(Dhan)(Common),Other,04/03/2019,1448,1521,1485.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),ADT 37,04/03/2019,1453,1453,1453.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Kalavai,Paddy(Dhan)(Common),Super Ponni,04/03/2019,1406,1453,1430.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Vellore,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4315,4815,4715.0,Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole)
Tamil Nadu,Vellore,Vellore,Copra,Copra,04/03/2019,7030,9600,9300.0,Copra,Copra,Copra,Copra,Copra
Tamil Nadu,Vellore,Vellore,Cowpea (Lobia/Karamani),Other,04/03/2019,4350,4550,4550.0,Cowpea (Lobia/Karamani),Cowpea (Lobia/Karamani),Cowpea (Lobia/Karamani),Cowpea (Lobia/Karamani),Cowpea (Lobia/Karamani)
Tamil Nadu,Vellore,Vellore,Groundnut,Other,04/03/2019,7013,7752,7361.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Vellore,Vellore,Kulthi(Horse Gram),Other,04/03/2019,2189,3002,2881.0,Kulthi(Horse Gram),Kulthi(Horse Gram),Kulthi(Horse Gram),Kulthi(Horse Gram),Kulthi(Horse Gram)
Tamil Nadu,Vellore,Vellore,Maize,Other,04/03/2019,1589,2210,2210.0,Maize,Maize,Maize,Maize,Maize
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),ADT 37,04/03/2019,1092,1492,1400.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Vellore,Paddy(Dhan)(Common),Other,04/03/2019,1652,1652,1652.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Vellore,Vellore,Ragi (Finger Millet),Other,04/03/2019,2089,2661,2640.0,Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet)
Tamil Nadu,Vellore,Vellore,Tamarind Fruit,Other,04/03/2019,10100,10100,10100.0,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit,Tamarind Fruit
Tamil Nadu,Villupuram,Avalurpet,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4569,4892,4792.0,Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole)
Tamil Nadu,Villupuram,Avalurpet,Green Gram (Moong)(Whole),Other,04/03/2019,4412,7079,5062.0,Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole)
Tamil Nadu,Villupuram,Avalurpet,Groundnut,Other,04/03/2019,5786,7111,6961.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),ADT 37,04/03/2019,1400,1507,1453.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Villupuram,Avalurpet,Paddy(Dhan)(Common),Ponni,04/03/2019,1772,2265,2019.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Villupuram,Chinnasalem,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4870,4870,4870.0,Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole)
Tamil Nadu,Villupuram,Chinnasalem,Maize,Other,04/03/2019,1867,2009,1900.0,Maize,Maize,Maize,Maize,Maize
Tamil Nadu,Villupuram,Chinnasalem,"Sesamum(Sesame,Gingelly,Til)",Other,04/03/2019,9300,9400,9350.0,"Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)"
Tamil Nadu,Villupuram,Gingee,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4809,4839,4824.0,Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole)
Tamil Nadu,Villupuram,Gingee,Cotton,RCH-2,04/03/2019,4250,4939,4595.0,Cotton,Cotton,Cotton,Cotton,Cotton
Tamil Nadu,Villupuram,Gingee,Green Gram (Moong)(Whole),Other,04/03/2019,5080,5199,5140.0,Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole)
Tamil Nadu,Villupuram,Gingee,Groundnut,Other,04/03/2019,6336,6711,6524.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),B P T,04/03/2019,1673,1827,1700.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),Ponni,04/03/2019,2200,2812,2506.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Villupuram,Gingee,Paddy(Dhan)(Common),TKM 9,04/03/2019,1336,1565,1451.0,Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common),Paddy(Dhan)(Common)
Tamil Nadu,Villupuram,Gingee,Ragi (Finger Millet),Other,04/03/2019,2400,2439,2420.0,Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet)
Tamil Nadu,Villupuram,Gingee,"Sesamum(Sesame,Gingelly,Til)",95/5,04/03/2019,10799,11299,11049.0,"Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)","Sesamum(Sesame,Gingelly,Til)"
Tamil Nadu,Villupuram,Gingee,T.V. Cumbu,Other,04/03/2019,1851,1851,1851.0,T.V. Cumbu,T.V. Cumbu,T.V. Cumbu,T.V. Cumbu,T.V. Cumbu
Tamil Nadu,Villupuram,Kallakurichi,Black Gram (Urd Beans)(Whole),Other,04/03/2019,4769,5013,4866.0,Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole),Black Gram (Urd Beans)(Whole)
Tamil Nadu,Villupuram,Kallakurichi,Gingelly Oil,Other,04/03/2019,7999,11561,10649.0,Gingelly Oil,Gingelly Oil,Gingelly Oil,Gingelly Oil,Gingelly Oil
Tamil Nadu,Villupuram,Kallakurichi,Green Gram (Moong)(Whole),Other,04/03/2019,4199,4599,4302.0,Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole),Green Gram (Moong)(Whole)
Tamil Nadu,Villupuram,Kallakurichi,Groundnut,Other,04/03/2019,6886,6886,6886.0,Groundnut,Groundnut,Groundnut,Groundnut,Groundnut
Tamil Nadu,Villupuram,Kallakurichi,Kodo Millet(Varagu),Other,04/03/2019,1989,1989,1989.0,Kodo Millet(Varagu),Kodo Millet(Varagu),Kodo Millet(Varagu),Kodo Millet(Varagu),Kodo Millet(Varagu)
Tamil Nadu,Villupuram,Kallakurichi,Maize,Other,04/03/2019,1509,1999,1849.0,Maize,Maize,Maize,Maize,Maize
Tamil Nadu,Villupuram,Kallakurichi,Ragi (Finger Millet),Other,04/03/2019,2599,2599,2599.0,Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet),Ragi (Finger Millet)
Tamil Nadu,Villupuram,Kallakurichi,T.V. Cumbu,Other,04/03/2019,1910,2112,2029.0,T.V. Cumbu,T.V. Cumbu,T.V. Cumbu,T.V. Cumbu,T.V. Cumbu
